"indicator_name","column_name"
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","annual_freshwater_withdrawals_agriculture_pct_of_total_freshw"
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","annual_freshwater_withdrawals_domestic_pct_of_total_freshwate"
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","annual_freshwater_withdrawals_industry_pct_of_total_freshwate"
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","external_debt_stocks_private_nonguaranteed_png_dod_current_us"
"Net financial flows, RDB concessional (NFL, current US$)","net_financial_flows_rdb_concessional_nfl_current_us"
"Net financial flows, RDB nonconcessional (NFL, current US$)","net_financial_flows_rdb_nonconcessional_nfl_current_us"
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","net_flows_on_external_debt_private_nonguaranteed_png_nfl_curr"
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)","debt_service_ppg_and_imf_only_pct_of_exports_of_goods_servic"
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","educational_attainment_at_least_completed_lower_secondary_popu_f"
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","educational_attainment_at_least_completed_lower_secondary_popu_m"
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","educational_attainment_at_least_completed_lower_secondary_popu_t"
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","educational_attainment_at_least_completed_post_secondary_popul_f"
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","educational_attainment_at_least_completed_post_secondary_popul_m"
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","educational_attainment_at_least_completed_post_secondary_popul_t"
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","educational_attainment_at_least_completed_primary_population_2_f"
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","educational_attainment_at_least_completed_primary_population_2_m"
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","educational_attainment_at_least_completed_primary_population_2_t"
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","educational_attainment_at_least_completed_upper_secondary_popu_f"
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","educational_attainment_at_least_completed_upper_secondary_popu_m"
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","educational_attainment_at_least_completed_upper_secondary_popu_t"
"Net financial flows, IMF concessional (NFL, current US$)","net_financial_flows_imf_concessional_nfl_current_us"
"Personal transfers, receipts (BoP, current US$)","personal_transfers_receipts_bop_current_us"
"Total debt service (% of exports of goods, services and primary income)","total_debt_service_pct_of_exports_of_goods_services_and_prima"
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","educational_attainment_at_least_completed_short_cycle_tertiary_f"
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","educational_attainment_at_least_completed_short_cycle_tertiary_m"
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","educational_attainment_at_least_completed_short_cycle_tertiary_t"
"Interest rate spread (lending rate minus deposit rate, %)","interest_rate_spread_lending_rate_minus_deposit_rate_pct"
"Adjusted net savings, excluding particulate emission damage (% of GNI)","adjusted_net_savings_excluding_particulate_emission_damage_pct"
"Immunization, DPT (% of children ages 12-23 months)","immunization_dpt_pct_of_children_ages_12_23_months"
"Immunization, measles (% of children ages 12-23 months)","immunization_measles_pct_of_children_ages_12_23_months"
"Net bilateral aid flows from DAC donors, Ireland (current US$)","net_bilateral_aid_flows_from_dac_donors_ireland_current_us"
"Net bilateral aid flows from DAC donors, New Zealand (current US$)","net_bilateral_aid_flows_from_dac_donors_new_zealand_current_us"
"Net official flows from UN agencies, IFAD (current US$)","net_official_flows_from_un_agencies_ifad_current_us"
"Net official flows from UN agencies, UNFPA (current US$)","net_official_flows_from_un_agencies_unfpa_current_us"
"Stocks traded, turnover ratio of domestic shares (%)","stocks_traded_turnover_ratio_of_domestic_shares_pct"
"Newborns protected against tetanus (%)","newborns_protected_against_tetanus_pct"
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","public_and_publicly_guaranteed_debt_service_pct_of_exports_of"
"Short-term debt (% of exports of goods, services and primary income)","short_term_debt_pct_of_exports_of_goods_services_and_primary_"
"Literacy rate, adult female (% of females ages 15 and above)","literacy_rate_adult_female_pct_of_females_ages_15_and_above"
"Literacy rate, adult male (% of males ages 15 and above)","literacy_rate_adult_male_pct_of_males_ages_15_and_above"
"Literacy rate, adult total (% of people ages 15 and above)","literacy_rate_adult_total_pct_of_people_ages_15_and_above"
"Literacy rate, youth (ages 15-24), gender parity index (GPI)","literacy_rate_youth_ages_15_24_gender_parity_index_gpi"
"Literacy rate, youth female (% of females ages 15-24)","literacy_rate_youth_female_pct_of_females_ages_15_24"
"Literacy rate, youth male (% of males ages 15-24)","literacy_rate_youth_male_pct_of_males_ages_15_24"
"Literacy rate, youth total (% of people ages 15-24)","literacy_rate_youth_total_pct_of_people_ages_15_24"
"Industrial design applications, nonresident, by count","industrial_design_applications_nonresident_by_count"
"Industrial design applications, resident, by count","industrial_design_applications_resident_by_count"
"Listed domestic companies, total","listed_domestic_companies_total"
"Market capitalization of listed domestic companies (% of GDP)","market_capitalization_of_listed_domestic_companies_pct_of_gdp"
"Market capitalization of listed domestic companies (current US$)","market_capitalization_of_listed_domestic_companies_current_us"
"Net bilateral aid flows from DAC donors, Spain (current US$)","net_bilateral_aid_flows_from_dac_donors_spain_current_us"
"Net official flows from UN agencies, UNRWA (current US$)","net_official_flows_from_un_agencies_unrwa_current_us"
"Patent applications, nonresidents","patent_applications_nonresidents"
"Patent applications, residents","patent_applications_residents"
"Stocks traded, total value (% of GDP)","stocks_traded_total_value_pct_of_gdp"
"Stocks traded, total value (current US$)","stocks_traded_total_value_current_us"
"Compensation of employees (% of expense)","compensation_of_employees_pct_of_expense"
"Expense (% of GDP)","expense_pct_of_gdp"
"Goods and services expense (% of expense)","goods_and_services_expense_pct_of_expense"
"Grants and other revenue (% of revenue)","grants_and_other_revenue_pct_of_revenue"
"Interest payments (% of expense)","interest_payments_pct_of_expense"
"Interest payments (% of revenue)","interest_payments_pct_of_revenue"
"Net incurrence of liabilities, total (% of GDP)","net_incurrence_of_liabilities_total_pct_of_gdp"
"Net investment in nonfinancial assets (% of GDP)","net_investment_in_nonfinancial_assets_pct_of_gdp"
"Net lending (+) / net borrowing (-) (% of GDP)","net_lending_net_borrowing_pct_of_gdp"
"Other taxes (% of revenue)","other_taxes_pct_of_revenue"
"Revenue, excluding grants (% of GDP)","revenue_excluding_grants_pct_of_gdp"
"Social contributions (% of revenue)","social_contributions_pct_of_revenue"
"Tax revenue (% of GDP)","tax_revenue_pct_of_gdp"
"Taxes on goods and services (% of revenue)","taxes_on_goods_and_services_pct_of_revenue"
"Taxes on income, profits and capital gains (% of revenue)","taxes_on_income_profits_and_capital_gains_pct_of_revenue"
"Taxes on international trade (% of revenue)","taxes_on_international_trade_pct_of_revenue"
"Government expenditure on education, total (% of government expenditure)","government_expenditure_on_education_total_pct_of_government_"
"Net acquisition of financial assets (% of GDP)","net_acquisition_of_financial_assets_pct_of_gdp"
"F-gases emissions from Industrial Processes (Mt CO2e)","f_gases_emissions_from_industrial_processes_mt_co2e"
"Export value index (2015 = 100)","export_value_index_2015_100"
"Import value index (2015 = 100)","import_value_index_2015_100"
"Export unit value index (2015 = 100)","export_unit_value_index_2015_100"
"Export volume index (2015 = 100)","export_volume_index_2015_100"
"Import unit value index (2015 = 100)","import_unit_value_index_2015_100"
"Import volume index (2015 = 100)","import_volume_index_2015_100"
"Net barter terms of trade index (2015 = 100)","net_barter_terms_of_trade_index_2015_100"
"Real effective exchange rate index (2010 = 100)","real_effective_exchange_rate_index_2010_100"
"Customs and other import duties (% of tax revenue)","customs_and_other_import_duties_pct_of_tax_revenue"
"Customs and other import duties (current LCU)","customs_and_other_import_duties_current_lcu"
"Expense (current LCU)","expense_current_lcu"
"Grants and other revenue (current LCU)","grants_and_other_revenue_current_lcu"
"Interest payments (current LCU)","interest_payments_current_lcu"
"Net incurrence of liabilities, total (current LCU)","net_incurrence_of_liabilities_total_current_lcu"
"Net investment in nonfinancial assets (current LCU)","net_investment_in_nonfinancial_assets_current_lcu"
"Net lending (+) / net borrowing (-) (current LCU)","net_lending_net_borrowing_current_lcu"
"Other taxes (current LCU)","other_taxes_current_lcu"
"Revenue, excluding grants (current LCU)","revenue_excluding_grants_current_lcu"
"Subsidies and other transfers (% of expense)","subsidies_and_other_transfers_pct_of_expense"
"Subsidies and other transfers (current LCU)","subsidies_and_other_transfers_current_lcu"
"Tax revenue (current LCU)","tax_revenue_current_lcu"
"Taxes on exports (% of tax revenue)","taxes_on_exports_pct_of_tax_revenue"
"Taxes on exports (current LCU)","taxes_on_exports_current_lcu"
"Taxes on goods and services (current LCU)","taxes_on_goods_and_services_current_lcu"
"Taxes on income, profits and capital gains (% of total taxes)","taxes_on_income_profits_and_capital_gains_pct_of_total_taxes"
"Taxes on income, profits and capital gains (current LCU)","taxes_on_income_profits_and_capital_gains_current_lcu"
"Taxes on international trade (current LCU)","taxes_on_international_trade_current_lcu"
"Compensation of employees (current LCU)","compensation_of_employees_current_lcu"
"Goods and services expense (current LCU)","goods_and_services_expense_current_lcu"
"Social contributions (current LCU)","social_contributions_current_lcu"
"Taxes on goods and services (% value added of industry and services)","taxes_on_goods_and_services_pct_value_added_of_industry_and_s"
"Net ODA received (% of central government expense)","net_oda_received_pct_of_central_government_expense"
"Part time employment, female (% of total female employment)","part_time_employment_female_pct_of_total_female_employment"
"Part time employment, male (% of total male employment)","part_time_employment_male_pct_of_total_male_employment"
"Part time employment, total (% of total employment)","part_time_employment_total_pct_of_total_employment"
"Share of youth not in education, employment or training, female (% of female youth population)","share_of_youth_not_in_education_employment_or_training_female__1"
"Share of youth not in education, employment or training, male (% of male youth population)","share_of_youth_not_in_education_employment_or_training_male_p__1"
"Share of youth not in education, employment or training, total (% of youth population)","share_of_youth_not_in_education_employment_or_training_total___1"
"Preprimary education, duration (years)","preprimary_education_duration_years"
"Central government debt, total (% of GDP)","central_government_debt_total_pct_of_gdp"
"Central government debt, total (current LCU)","central_government_debt_total_current_lcu"
"Net acquisition of financial assets (current LCU)","net_acquisition_of_financial_assets_current_lcu"
"Other expense (current LCU)","other_expense_current_lcu"
"Investment in energy with private participation (current US$)","investment_in_energy_with_private_participation_current_us"
"Public private partnerships investment in energy (current US$)","public_private_partnerships_investment_in_energy_current_us"
"Births attended by skilled health staff (% of total)","births_attended_by_skilled_health_staff_pct_of_total"
"Compulsory education, duration (years)","compulsory_education_duration_years"
"Pupil-teacher ratio, lower secondary","pupil_teacher_ratio_lower_secondary"
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","educational_attainment_at_least_bachelor_s_or_equivalent_popu_f"
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","educational_attainment_at_least_bachelor_s_or_equivalent_popu_m"
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","educational_attainment_at_least_bachelor_s_or_equivalent_popu_t"
"Government expenditure per student, tertiary (% of GDP per capita)","government_expenditure_per_student_tertiary_pct_of_gdp_per_ca"
"Labor force with advanced education (% of total working-age population with advanced education)","labor_force_with_advanced_education_pct_of_total_working_age_"
"Labor force with advanced education, female (% of female working-age population with advanced education)","labor_force_with_advanced_education_female_pct_of_female_work"
"Labor force with advanced education, male (% of male working-age population with advanced education)","labor_force_with_advanced_education_male_pct_of_male_working_a"
"Labor force with basic education (% of total working-age population with basic education)","labor_force_with_basic_education_pct_of_total_working_age_pop"
"Labor force with basic education, female (% of female working-age population with basic education)","labor_force_with_basic_education_female_pct_of_female_working"
"Labor force with basic education, male (% of male working-age population with basic education)","labor_force_with_basic_education_male_pct_of_male_working_age"
"Labor force with intermediate education (% of total working-age population with intermediate education)","labor_force_with_intermediate_education_pct_of_total_working_"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","labor_force_with_intermediate_education_female_pct_of_female_w"
"Labor force with intermediate education, male (% of male working-age population with intermediate education)","labor_force_with_intermediate_education_male_pct_of_male_worki"
"Unemployment with advanced education (% of total labor force with advanced education)","unemployment_with_advanced_education_pct_of_total_labor_force"
"Unemployment with advanced education, female (% of female labor force with advanced education)","unemployment_with_advanced_education_female_pct_of_female_labo"
"Unemployment with advanced education, male (% of male labor force with advanced education)","unemployment_with_advanced_education_male_pct_of_male_labor_fo"
"Unemployment with basic education (% of total labor force with basic education)","unemployment_with_basic_education_pct_of_total_labor_force_w"
"Unemployment with basic education, female (% of female labor force with basic education)","unemployment_with_basic_education_female_pct_of_female_labor_"
"Unemployment with basic education, male (% of male labor force with basic education)","unemployment_with_basic_education_male_pct_of_male_labor_forc"
"Unemployment with intermediate education (% of total labor force with intermediate education)","unemployment_with_intermediate_education_pct_of_total_labor_f"
"Unemployment with intermediate education, female (% of female labor force with intermediate education)","unemployment_with_intermediate_education_female_pct_of_female"
"Unemployment with intermediate education, male (% of male labor force with intermediate education)","unemployment_with_intermediate_education_male_pct_of_male_labo"
"Diarrhea treatment (% of children under 5 who received ORS packet)","diarrhea_treatment_pct_of_children_under_5_who_received_ors_p"
"Immunization, HepB3 (% of one-year-old children)","immunization_hepb3_pct_of_one_year_old_children"
"Lifetime risk of maternal death (%)","lifetime_risk_of_maternal_death_pct"
"Lifetime risk of maternal death (1 in: rate varies by country)","lifetime_risk_of_maternal_death_1_in_rate_varies_by_country"
"Maternal mortality ratio (modeled estimate, per 100,000 live births)","maternal_mortality_ratio_modeled_estimate_per_100000_live_bir"
"Number of maternal deaths","number_of_maternal_deaths"
"Pupil-teacher ratio, upper secondary","pupil_teacher_ratio_upper_secondary"
"Adjusted net savings, including particulate emission damage (% of GNI)","adjusted_net_savings_including_particulate_emission_damage_pct"
"Adjusted savings: particulate emission damage (% of GNI)","adjusted_savings_particulate_emission_damage_pct_of_gni"
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)","agriculture_forestry_and_fishing_value_added_per_worker_const"
"Alternative and nuclear energy (% of total energy use)","alternative_and_nuclear_energy_pct_of_total_energy_use"
"Armed forces personnel (% of total labor force)","armed_forces_personnel_pct_of_total_labor_force"
"Armed forces personnel, total","armed_forces_personnel_total"
"Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990)","carbon_dioxide_co2_emissions_total_excluding_lulucf_pct_chang"
"Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)","carbon_intensity_of_gdp_kg_co2e_per_2021_ppp_of_gdp"
"Combustible renewables and waste (% of total energy)","combustible_renewables_and_waste_pct_of_total_energy"
"Contributing family workers, female (% of female employment) (modeled ILO estimate)","contributing_family_workers_female_pct_of_female_employment_m"
"Contributing family workers, male (% of male employment) (modeled ILO estimate)","contributing_family_workers_male_pct_of_male_employment_modele"
"Contributing family workers, total (% of total employment) (modeled ILO estimate)","contributing_family_workers_total_pct_of_total_employment_mode"
"Electric power transmission and distribution losses (% of output)","electric_power_transmission_and_distribution_losses_pct_of_out"
"Employers, female (% of female employment) (modeled ILO estimate)","employers_female_pct_of_female_employment_modeled_ilo_estimate"
"Employers, male (% of male employment) (modeled ILO estimate)","employers_male_pct_of_male_employment_modeled_ilo_estimate"
"Employers, total (% of total employment) (modeled ILO estimate)","employers_total_pct_of_total_employment_modeled_ilo_estimate"
"Employment in agriculture (% of total employment) (modeled ILO estimate)","employment_in_agriculture_pct_of_total_employment_modeled_ilo"
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","employment_in_agriculture_female_pct_of_female_employment_mode"
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)","employment_in_agriculture_male_pct_of_male_employment_modeled_"
"Employment in industry (% of total employment) (modeled ILO estimate)","employment_in_industry_pct_of_total_employment_modeled_ilo_est"
"Employment in industry, female (% of female employment) (modeled ILO estimate)","employment_in_industry_female_pct_of_female_employment_modeled"
"Employment in industry, male (% of male employment) (modeled ILO estimate)","employment_in_industry_male_pct_of_male_employment_modeled_ilo"
"Employment in services (% of total employment) (modeled ILO estimate)","employment_in_services_pct_of_total_employment_modeled_ilo_est"
"Employment in services, female (% of female employment) (modeled ILO estimate)","employment_in_services_female_pct_of_female_employment_modeled"
"Employment in services, male (% of male employment) (modeled ILO estimate)","employment_in_services_male_pct_of_male_employment_modeled_ilo"
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","employment_to_population_ratio_15_female_pct_modeled_ilo_esti"
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)","employment_to_population_ratio_15_male_pct_modeled_ilo_estima"
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","employment_to_population_ratio_15_total_pct_modeled_ilo_estim"
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","employment_to_population_ratio_ages_15_24_female_pct_modeled_"
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","employment_to_population_ratio_ages_15_24_male_pct_modeled_il"
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","employment_to_population_ratio_ages_15_24_total_pct_modeled_i"
"Energy imports, net (% of energy use)","energy_imports_net_pct_of_energy_use"
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)","energy_use_kg_of_oil_equivalent_per_1000_gdp_constant_2021_ppp"
"Forest area (% of land area)","forest_area_pct_of_land_area"
"Forest area (sq. km)","forest_area_sq_km"
"Fossil fuel energy consumption (% of total)","fossil_fuel_energy_consumption_pct_of_total"
"GDP per capita, PPP (constant 2021 international $)","gdp_per_capita_ppp_constant_2021_international"
"GDP per capita, PPP (current international $)","gdp_per_capita_ppp_current_international"
"GDP per person employed (constant 2021 PPP $)","gdp_per_person_employed_constant_2021_ppp"
"GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","gdp_per_unit_of_energy_use_constant_2021_ppp_per_kg_of_oil_eq"
"GDP per unit of energy use (PPP $ per kg of oil equivalent)","gdp_per_unit_of_energy_use_ppp_per_kg_of_oil_equivalent"
"GDP, PPP (constant 2021 international $)","gdp_ppp_constant_2021_international"
"GDP, PPP (current international $)","gdp_ppp_current_international"
"GNI per capita, PPP (constant 2021 international $)","gni_per_capita_ppp_constant_2021_international"
"GNI per capita, PPP (current international $)","gni_per_capita_ppp_current_international"
"GNI, PPP (constant 2021 international $)","gni_ppp_constant_2021_international"
"GNI, PPP (current international $)","gni_ppp_current_international"
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)","households_and_npishs_final_consumption_expenditure_ppp_const"
"Households and NPISHs Final consumption expenditure, PPP (current international $)","households_and_npishs_final_consumption_expenditure_ppp_curre"
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","incidence_of_hiv_ages_15_24_per_1000_uninfected_population_a"
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","incidence_of_hiv_ages_15_49_per_1000_uninfected_population_a"
"Incidence of HIV, all (per 1,000 uninfected population)","incidence_of_hiv_all_per_1000_uninfected_population"
"Industry (including construction), value added per worker (constant 2015 US$)","industry_including_construction_value_added_per_worker_constan"
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","labor_force_participation_rate_for_ages_15_24_female_pct_mode"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","labor_force_participation_rate_for_ages_15_24_male_pct_modele"
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","labor_force_participation_rate_for_ages_15_24_total_pct_model"
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","labor_force_participation_rate_female_pct_of_female_populatio__2"
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","labor_force_participation_rate_female_pct_of_female_populatio__3"
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","labor_force_participation_rate_male_pct_of_male_population_ag__2"
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","labor_force_participation_rate_male_pct_of_male_population_ag__3"
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","labor_force_participation_rate_total_pct_of_total_population___2"
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","labor_force_participation_rate_total_pct_of_total_population___3"
"Labor force, female (% of total labor force)","labor_force_female_pct_of_total_labor_force"
"Labor force, total","labor_force_total"
"Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)","methane_ch4_emissions_total_excluding_lulucf_pct_change_from_"
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)","net_bilateral_aid_flows_from_dac_donors_luxembourg_current_us"
"Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990)","nitrous_oxide_n2o_emissions_total_excluding_lulucf_pct_change"
"Number of deaths ages 10-14 years","number_of_deaths_ages_10_14_years"
"Number of deaths ages 15-19 years","number_of_deaths_ages_15_19_years"
"Number of deaths ages 20-24 years","number_of_deaths_ages_20_24_years"
"Number of deaths ages 5-9 years","number_of_deaths_ages_5_9_years"
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","pm2_5_air_pollution_mean_annual_exposure_micrograms_per_cubic"
"Prevalence of HIV, female (% ages 15-24)","prevalence_of_hiv_female_pct_ages_15_24"
"Prevalence of HIV, male (% ages 15-24)","prevalence_of_hiv_male_pct_ages_15_24"
"Prevalence of HIV, total (% of population ages 15-49)","prevalence_of_hiv_total_pct_of_population_ages_15_49"
"Probability of dying among adolescents ages 10-14 years (per 1,000)","probability_of_dying_among_adolescents_ages_10_14_years_per_1"
"Probability of dying among adolescents ages 15-19 years (per 1,000)","probability_of_dying_among_adolescents_ages_15_19_years_per_1"
"Probability of dying among children ages 5-9 years (per 1,000)","probability_of_dying_among_children_ages_5_9_years_per_1000"
"Probability of dying among youth ages 20-24 years (per 1,000)","probability_of_dying_among_youth_ages_20_24_years_per_1000"
"Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","ratio_of_female_to_male_labor_force_participation_rate_pct_mo"
"Renewable energy consumption (% of total final energy consumption)","renewable_energy_consumption_pct_of_total_final_energy_consump"
"Self-employed, female (% of female employment) (modeled ILO estimate)","self_employed_female_pct_of_female_employment_modeled_ilo_esti"
"Self-employed, male (% of male employment) (modeled ILO estimate)","self_employed_male_pct_of_male_employment_modeled_ilo_estimate"
"Self-employed, total (% of total employment) (modeled ILO estimate)","self_employed_total_pct_of_total_employment_modeled_ilo_estima"
"Services, value added per worker (constant 2015 US$)","services_value_added_per_worker_constant_2015_us"
"Total greenhouse gas emissions excluding LULUCF (% change from 1990)","total_greenhouse_gas_emissions_excluding_lulucf_pct_change_fro"
"Unemployment, female (% of female labor force) (modeled ILO estimate)","unemployment_female_pct_of_female_labor_force_modeled_ilo_esti"
"Unemployment, male (% of male labor force) (modeled ILO estimate)","unemployment_male_pct_of_male_labor_force_modeled_ilo_estimate"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","unemployment_total_pct_of_total_labor_force_modeled_ilo_estima"
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","unemployment_youth_female_pct_of_female_labor_force_ages_15_2__2"
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","unemployment_youth_male_pct_of_male_labor_force_ages_15_24_mo"
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","unemployment_youth_total_pct_of_total_labor_force_ages_15_24___2"
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","vulnerable_employment_female_pct_of_female_employment_modeled_"
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)","vulnerable_employment_male_pct_of_male_employment_modeled_ilo_"
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)","vulnerable_employment_total_pct_of_total_employment_modeled_il"
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","wage_and_salaried_workers_female_pct_of_female_employment_mode"
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","wage_and_salaried_workers_male_pct_of_male_employment_modeled_"
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","wage_and_salaried_workers_total_pct_of_total_employment_model"
"Women's share of population ages 15+ living with HIV (%)","women_s_share_of_population_ages_15_living_with_hiv_pct"
"Military expenditure (% of general government expenditure)","military_expenditure_pct_of_general_government_expenditure"
"Access to electricity (% of population)","access_to_electricity_pct_of_population"
"Access to electricity, rural (% of rural population)","access_to_electricity_rural_pct_of_rural_population"
"Access to electricity, urban (% of urban population)","access_to_electricity_urban_pct_of_urban_population"
"Net official aid received (constant 2021 US$)","net_official_aid_received_constant_2021_us"
"Net official aid received (current US$)","net_official_aid_received_current_us"
"Battle-related deaths (number of people)","battle_related_deaths_number_of_people"
"Public private partnerships investment in transport (current US$)","public_private_partnerships_investment_in_transport_current_us"
"Investment in transport with private participation (current US$)","investment_in_transport_with_private_participation_current_us"
"PNG, bonds (NFL, current US$)","png_bonds_nfl_current_us"
"Other expense (% of expense)","other_expense_pct_of_expense"
"Tariff rate, applied, simple mean, all products (%)","tariff_rate_applied_simple_mean_all_products_pct"
"Tariff rate, applied, simple mean, manufactured products (%)","tariff_rate_applied_simple_mean_manufactured_products_pct"
"Tariff rate, applied, simple mean, primary products (%)","tariff_rate_applied_simple_mean_primary_products_pct"
"Tariff rate, applied, weighted mean, all products (%)","tariff_rate_applied_weighted_mean_all_products_pct"
"Tariff rate, applied, weighted mean, manufactured products (%)","tariff_rate_applied_weighted_mean_manufactured_products_pct"
"Tariff rate, applied, weighted mean, primary products (%)","tariff_rate_applied_weighted_mean_primary_products_pct"
"Tariff rate, most favored nation, simple mean, all products (%)","tariff_rate_most_favored_nation_simple_mean_all_products_pct"
"Tariff rate, most favored nation, simple mean, manufactured products (%)","tariff_rate_most_favored_nation_simple_mean_manufactured_prod"
"Tariff rate, most favored nation, simple mean, primary products (%)","tariff_rate_most_favored_nation_simple_mean_primary_products_p"
"Tariff rate, most favored nation, weighted mean, all products (%)","tariff_rate_most_favored_nation_weighted_mean_all_products_pct"
"Tariff rate, most favored nation, weighted mean, manufactured products (%)","tariff_rate_most_favored_nation_weighted_mean_manufactured_pro"
"Tariff rate, most favored nation, weighted mean, primary products (%)","tariff_rate_most_favored_nation_weighted_mean_primary_products"
"Maternal mortality ratio (national estimate, per 100,000 live births)","maternal_mortality_ratio_national_estimate_per_100000_live_bi"
"Prevalence of stunting, height for age (% of children under 5)","prevalence_of_stunting_height_for_age_pct_of_children_under_5"
"Prevalence of underweight, weight for age (% of children under 5)","prevalence_of_underweight_weight_for_age_pct_of_children_unde"
"Prevalence of wasting, weight for height (% of children under 5)","prevalence_of_wasting_weight_for_height_pct_of_children_under"
"Pregnant women receiving prenatal care (%)","pregnant_women_receiving_prenatal_care_pct"
"Prevalence of overweight, weight for height (% of children under 5)","prevalence_of_overweight_weight_for_height_pct_of_children_un"
"Exclusive breastfeeding (% of children under 6 months)","exclusive_breastfeeding_pct_of_children_under_6_months"
"Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)","teenage_mothers_pct_of_women_ages_15_19_who_have_had_childre"
"Unmet need for contraception (% of married women ages 15-49)","unmet_need_for_contraception_pct_of_married_women_ages_15_49"
"Wanted fertility rate (births per woman)","wanted_fertility_rate_births_per_woman"
"Women who were first married by age 15 (% of women ages 20-24)","women_who_were_first_married_by_age_15_pct_of_women_ages_20_2"
"Women who were first married by age 18 (% of women ages 20-24)","women_who_were_first_married_by_age_18_pct_of_women_ages_20_2"
"Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)","diarrhea_treatment_pct_of_children_under_5_receiving_oral_reh"
"Prevalence of overweight, weight for height, female (% of children under 5)","prevalence_of_overweight_weight_for_height_female_pct_of_chil"
"Prevalence of overweight, weight for height, male (% of children under 5)","prevalence_of_overweight_weight_for_height_male_pct_of_childr"
